system:index,area,ecoregion,pixelValue,variable,.geo
0_4_190,104.17529790649408,5,31348,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_191,3.5215116821289065,5,31403,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_192,0.08457467651367187,5,31404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_193,783.9883918395998,5,31409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_194,2.249487561035156,5,31411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_195,0.08459218139648438,5,31412,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_196,739.8112203002931,5,31415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_197,10.518705737304689,5,31420,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_198,6294.238674145511,5,31421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_199,0.08284892578125,5,31424,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_200,0.5870824829101562,5,31425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_201,0.08373453979492188,5,31430,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_202,12.959664068603518,5,31433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_203,19.688249676513674,5,31439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_204,57.32597089233395,5,31441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_205,27.51988313598633,5,31446,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_206,145.77224597167972,5,31447,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_207,71.48131387939452,5,31448,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_208,1.1668719482421874,5,31503,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_209,600.553906732178,5,31509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_210,0.7472415832519531,5,31511,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_211,742.4771751159665,5,31515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_212,7.133313470458984,5,31520,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_213,5012.510704742433,5,31521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_214,0.16738580322265625,5,31524,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_215,1.0879469787597658,5,31525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_216,0.08373876953125,5,31530,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_217,8.605629791259762,5,31533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_218,12.928085290527344,5,31539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_219,23.200775408935538,5,31541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_220,24.546815020751954,5,31546,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_221,175.10337238159175,5,31547,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_222,188.59827323608397,5,31548,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_223,0.4203786560058594,5,31603,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_224,0.16922774658203127,5,31604,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_225,585.9420540466314,5,31609,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_226,0.4999778015136719,5,31611,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_227,666.3632869995117,5,31615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_228,8.94038170166016,5,31620,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_229,5085.209677801514,5,31621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_230,0.0830395263671875,5,31624,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_231,1.8348711669921876,5,31625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_232,0.16707317504882813,5,31630,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_233,6.760292791748047,5,31633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_234,10.073344842529297,5,31639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_235,142.85959496460046,5,31641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_236,13.242022430419922,5,31646,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_237,118.36592220458986,5,31647,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_238,75.70032443847663,5,31648,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_239,1.9330570678710939,5,31703,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_240,0.16915637207031248,5,31704,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_241,603.9198631103517,5,31709,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_242,0.9185284362792969,5,31711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_243,0.08438579711914063,5,31712,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_244,487.8919386047364,5,31715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_245,3.657955432128906,5,31720,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_246,4914.886492028807,5,31721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_247,0.1693887451171875,5,31724,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_248,0.33792815551757815,5,31725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_249,11.058143096923827,5,31733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_250,25.09229626464843,5,31739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_251,31.631443627929688,5,31741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_252,33.13299275512696,5,31746,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_253,140.2721467285157,5,31747,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_254,139.4054949035643,5,31748,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_255,1.769979852294922,5,31803,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_256,0.08469138793945312,5,31804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_257,767.8648274963382,5,31809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_258,1.0806947814941408,5,31811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_259,419.0103705749509,5,31815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_260,4.980364764404296,5,31820,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_261,4405.939693927005,5,31821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_262,0.75557255859375,5,31825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_263,5.355147399902343,5,31833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_264,21.30788383789062,5,31839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_265,35.67654702148438,5,31841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_266,18.64851279907227,5,31846,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_267,117.07629569091799,5,31847,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_268,39.792125585937505,5,31848,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_269,0.3338085815429688,5,31903,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_270,0.16924140014648437,5,31904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_271,1269.3515775329572,5,31909,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_272,0.5869681457519531,5,31911,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_273,0.2538568603515625,5,31912,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_274,706.0616185180664,5,31915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_275,3.8994996337890626,5,31920,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_276,6582.4808246948305,5,31921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_277,0.5064741027832032,5,31925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_278,0.08373745727539063,5,31930,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_279,5.7573198852539065,5,31933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_280,18.201275366210936,5,31939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_281,57.29714552612307,5,31941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_282,49.8172949584961,5,31946,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_283,137.80384626464846,5,31947,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_284,52.3480782043457,5,31948,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_285,515.8117559265139,5,32009,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_286,0.16422203369140626,5,32011,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_287,397.36510592651354,5,32015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_288,1.3343683959960937,5,32020,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_289,3963.1210920715303,5,32021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_290,0.24499257812499997,5,32025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_291,6.032284075927732,5,32033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_292,12.394474969482424,5,32039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_293,74.70709038085944,5,32041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_294,37.55804367675783,5,32046,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_295,73.60415079956057,5,32047,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_296,59.09900540161135,5,32048,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_297,0.25306629028320315,5,32103,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_298,0.08178507690429687,5,32104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_299,231.12648075561526,5,32109,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_300,0.41531206665039067,5,32111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_301,853.5285764038085,5,32115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_302,3.165779302978516,5,32120,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_303,5867.067952978517,5,32121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_304,0.16428365478515627,5,32124,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_305,0.4125717895507813,5,32125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_306,24.01051573486328,5,32133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_307,8.498777447509767,5,32139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_308,70.45066590576168,5,32141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_309,53.17927841796881,5,32146,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_310,30.81221602783203,5,32147,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_311,20.33982447509767,5,32148,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_312,14.20531117553711,5,32203,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_313,0.5913048767089844,5,32204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_314,286.3658754089353,5,32209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_315,2.7468705078125,5,32211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_316,0.08460106201171876,5,32212,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_317,759.2808978515621,5,32215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_318,6.832593542480468,5,32220,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_319,4957.745098925781,5,32221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_320,0.2540802856445313,5,32225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_321,83.89419357910161,5,32233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_322,6.461551708984374,5,32239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_323,69.92743864135741,5,32241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_324,14.620388983154296,5,32246,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_325,52.484260003662115,5,32247,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_326,21.899484045410155,5,32248,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_327,5.001764288330078,5,32303,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_328,0.25383450317382816,5,32304,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_329,219.00916514282224,5,32309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_330,2.488700305175781,5,32311,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_331,1176.5493379760737,5,32315,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_332,9.954502734375005,5,32320,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_333,6894.264474859625,5,32321,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_334,0.5869008361816406,5,32325,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_335,23.759384600830078,5,32333,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_336,7.3607678161621095,5,32339,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_337,57.893923272705074,5,32341,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_338,11.11337942504883,5,32346,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_339,31.754105487060514,5,32347,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_340,25.13383195800781,5,32348,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_341,3.073873712158203,5,32403,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_342,0.167481787109375,5,32404,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_343,175.88016715087898,5,32409,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_344,1.1651004333496093,5,32411,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_345,0.08458922119140624,5,32412,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_346,1090.488982714844,5,32415,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_347,6.1552153381347665,5,32420,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_348,5380.163301739505,5,32421,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_349,1.0843146057128907,5,32425,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_350,11.810493554687497,5,32433,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_351,6.289502423095704,5,32439,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_352,43.157112738037114,5,32441,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_353,13.846824560546873,5,32446,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_354,31.051945391845713,5,32447,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_355,20.63972006225586,5,32448,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_356,1.9191650329589847,5,32503,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_357,0.08393571166992188,5,32504,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_358,157.13607208862308,5,32509,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_359,0.5806310974121094,5,32511,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_360,966.0909157836912,5,32515,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_361,2.741645300292969,5,32520,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_362,4277.563185363769,5,32521,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_363,0.33631250610351565,5,32525,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_364,8.243827990722657,5,32533,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_365,16.164042468261716,5,32539,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_366,62.6997415466309,5,32541,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_367,19.36387286987305,5,32546,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_368,61.84296293334964,5,32547,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_369,8.502124768066407,5,32548,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_370,1.161437225341797,5,32603,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_371,211.64745343627936,5,32609,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_372,1.0785158142089843,5,32611,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_373,0.16938863525390624,5,32612,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_374,1081.7368578369137,5,32615,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_375,1.9117174865722655,5,32620,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_376,5676.876234875486,5,32621,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_377,0.3386400268554688,5,32625,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_378,13.59655235595703,5,32633,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_379,15.376350122070315,5,32639,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_380,56.33957554321288,5,32641,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_381,15.79995096435547,5,32646,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_382,35.15082817382812,5,32647,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_383,30.76898159179686,5,32648,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_384,1.9978693603515625,5,32703,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_385,0.4231893127441406,5,32704,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_386,316.4675855468749,5,32709,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_387,0.9172215148925781,5,32711,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_388,1264.2477870178216,5,32715,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_389,3.427365435791015,5,32720,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_390,4954.1394143493635,5,32721,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_391,0.16341818847656248,5,32724,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_392,0.5034631530761718,5,32725,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_393,10.834230822753902,5,32733,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_394,13.498076361083985,5,32739,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_395,122.85438471679687,5,32741,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_396,15.133340454101566,5,32746,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_397,29.7352866027832,5,32747,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_398,61.095977435302736,5,32748,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_399,0.9919944763183594,5,32803,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_400,0.3376451599121094,5,32804,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_401,117.88507991333006,5,32809,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_402,0.6641422668457031,5,32811,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_403,1282.4643416625977,5,32815,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_404,5.602213403320311,5,32820,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_405,4442.002421881106,5,32821,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_406,0.0843721923828125,5,32824,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_407,1.1832960510253905,5,32825,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_408,14.792293182373042,5,32833,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_409,12.133936236572266,5,32839,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_410,106.56521329956054,5,32841,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_411,10.127534783935547,5,32846,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_412,90.73132003173829,5,32847,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_413,33.53153074951172,5,32848,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_414,1.7420455505371093,5,32903,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_415,0.1691685241699219,5,32904,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_416,556.2841534240722,5,32909,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_417,1.507676318359375,5,32911,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_418,1131.3945438537598,5,32915,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_419,2.2496685119628905,5,32920,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_420,4747.677554718018,5,32921,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_421,0.08467525634765626,5,32924,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_422,0.25105472412109375,5,32925,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_423,8.486317077636716,5,32933,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_424,16.014105828857424,5,32939,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_425,67.17808859252935,5,32941,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_426,15.86174301757812,5,32946,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_427,76.84330371704102,5,32947,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_428,33.36228638916016,5,32948,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_429,1.5773265502929688,5,33003,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_430,177.8592559082031,5,33009,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_431,0.5861717712402343,5,33011,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_432,913.6669463256828,5,33015,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_433,2.1617486206054686,5,33020,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_434,4116.50369188843,5,33021,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_435,0.08467525634765626,5,33024,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_436,0.16763551635742188,5,33025,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_437,4.979177343750002,5,33033,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_438,7.768974090576172,5,33039,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_439,59.70518081665038,5,33041,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_440,20.185616613769525,5,33046,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_441,98.1233234069824,5,33047,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_442,32.59820041503907,5,33048,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_443,0.2510076599121094,5,33103,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_444,0.25414599609375,5,33104,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_445,48.648443237304704,5,33109,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_446,0.5815013793945313,5,33111,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_447,965.5443507751471,5,33115,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_448,0.4983510437011719,5,33120,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_449,4421.891313201905,5,33121,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_450,2.0568704101562503,5,33125,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_451,3.4913815612792973,5,33133,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_452,1.7981072937011717,5,33139,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_453,14.387662713623047,5,33141,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_454,10.905251519775387,5,33146,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_455,124.46713881225588,5,33147,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_456,61.668195983886775,5,33148,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_457,0.6654466674804688,5,33203,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_458,0.08431232299804688,5,33204,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_459,521.6834462463377,5,33209,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_460,0.4949722473144531,5,33211,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_461,1019.538484210205,5,33215,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_462,2.079675567626953,5,33220,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_463,4221.802442761228,5,33221,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_464,0.08435291748046875,5,33225,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_465,4.601446264648437,5,33233,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_466,2.861133081054687,5,33239,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_467,9.741740270996095,5,33241,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_468,35.2432590209961,5,33246,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_469,88.60273779907224,5,33247,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_470,32.978810638427746,5,33248,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_471,0.41011996459960937,5,33303,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4_472,97.17609762573238,5,33309,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
